Customer Name,Date,Orders
TAKEDA PHARMACEUTICALS USA INC,2021-10-25 00:00:00,0
TETRA PAK,2021-10-25 00:00:00,126
THE WELSH SAUSAGE CO,2021-10-25 00:00:00,0
TRANSCONTINENTAL INC.,2021-10-25 00:00:00,0
ULTIMATE PACKAGING LTD,2021-10-25 00:00:00,0
UNILEVER,2021-10-25 00:00:00,57
VENTURE LIFE HEALTHCARE LTD,2021-10-25 00:00:00,0
WAITROSE LIMITED,2021-10-25 00:00:00,10
WELL,2021-10-25 00:00:00,0
WM MORRISON SUPERMARKETS PLC,2021-10-25 00:00:00,35
2 SISTERS FOOD GROUP,2021-10-18 00:00:00,24
3M,2021-10-18 00:00:00,34
AIMIA FOODS LTD,2021-10-18 00:00:00,3
ALLIED BAKERIES,2021-10-18 00:00:00,2
AMCOR,2021-10-18 00:00:00,138
AMERICAN FUJI SEAL,2021-10-18 00:00:00,0
AR Packaging Berlin GmbH,2021-10-18 00:00:00,0
ARROW FILM CONVERTORS LTD,2021-10-18 00:00:00,1
ASTRA ZENECA,2021-10-18 00:00:00,44
ATTINDAS,2021-10-18 00:00:00,0
BAK AMBALAJ TR,2021-10-18 00:00:00,0
BEDFORD GRAPHICS,2021-10-18 00:00:00,0
BEIERSDORF INCORPORATED,2021-10-18 00:00:00,0
BEMIS ELSHAM LTD,2021-10-18 00:00:00,0
BISCHOF & KLEIN,2021-10-18 00:00:00,0
Bonsai Ventures Hong Kong Limited,2021-10-18 00:00:00,0
BORAN MOPACK,2021-10-18 00:00:00,0
BORAN PLASTIC PACKAGING LTD,2021-10-18 00:00:00,0
BRASSERIES KRONENBOURG,2021-10-18 00:00:00,3
BRAYFORD PLASTICS LTD,2021-10-18 00:00:00,0
BRITISH POLYTHENE IND PLC,2021-10-18 00:00:00,2
CARAMBAR & CO SAS,2021-10-18 00:00:00,4
COCA COLA,2021-10-18 00:00:00,81
CRP PRINT & PACKAGING LTD,2021-10-18 00:00:00,0
D&M PACKAGING,2021-10-18 00:00:00,0
DANONE,2021-10-18 00:00:00,1
DELLO DETTMER VERPACKUNGEN,2021-10-18 00:00:00,0
DGPack S.R.O.,2021-10-18 00:00:00,0
DS SMITH,2021-10-18 00:00:00,0
ELIF GLOBAL SAE,2021-10-18 00:00:00,0
ELIF PLASTIK AMBALAJ SANAYI,2021-10-18 00:00:00,0
EMERGENT,2021-10-18 00:00:00,0
EMSUR SAYMOPACK,2021-10-18 00:00:00,0
EUROFLEX,2021-10-18 00:00:00,0
EUROSTAMPA,2021-10-18 00:00:00,0
EVERGREEN,2021-10-18 00:00:00,37
EVERRIS LIMITED,2021-10-18 00:00:00,4
EYEVANCE PHARMACEUTICALS,2021-10-18 00:00:00,0
FLEXOPLAST,2021-10-18 00:00:00,0
FOUR04 PACKAGING LTD,2021-10-18 00:00:00,2
FOX`S BISCUITS,2021-10-18 00:00:00,0
FRIGEMO,2021-10-18 00:00:00,1
Froneri,2021-10-18 00:00:00,0
GRAPHIC PACKAGING,2021-10-18 00:00:00,0
GREEN ISLE FOODS,2021-10-18 00:00:00,0
HALEON,2021-10-18 00:00:00,225
HEWLETT PACKARD,2021-10-18 00:00:00,10
HOVIS LTD,2021-10-18 00:00:00,6
HUHTAMAKI,2021-10-18 00:00:00,0
INTERFLEX GROUP INC,2021-10-18 00:00:00,3
IRISH FLEXIBLE PACKAGING LTD,2021-10-18 00:00:00,0
JDE,2021-10-18 00:00:00,49
KELLOGG COMPANY,2021-10-18 00:00:00,73
KERRY INC,2021-10-18 00:00:00,11
KIBAR GROUP,2021-10-18 00:00:00,0
KOMPASS PAKISTAN (PVT.) LTD,2021-10-18 00:00:00,0
LACTALIS,2021-10-18 00:00:00,0
LOREAL,2021-10-18 00:00:00,0
LVMH,2021-10-18 00:00:00,0
MACKLE PET FOODS,2021-10-18 00:00:00,0
"MARS, INC.",2021-10-18 00:00:00,188
MCCAIN FOODS,2021-10-18 00:00:00,10
MERCADONA,2021-10-18 00:00:00,0
MILLER/COORS,2021-10-18 00:00:00,5
MONDELEZ,2021-10-18 00:00:00,121
MONDI PACKAGING,2021-10-18 00:00:00,0
NATIONAL PKG CORPORATION LTD,2021-10-18 00:00:00,1
NESTLE,2021-10-18 00:00:00,48
Nordvalls Etikett AB,2021-10-18 00:00:00,0
OBEIKAN FLEXIBLE PACKAGING,2021-10-18 00:00:00,0
ORKLA,2021-10-18 00:00:00,63
Parsley Box,2021-10-18 00:00:00,0
PEPSICO,2021-10-18 00:00:00,0
PHILIPS,2021-10-18 00:00:00,50
PILGRIMS PRIDE CORP,2021-10-18 00:00:00,0
POKON NATURADO B.V.,2021-10-18 00:00:00,0
PROCTER & GAMBLE,2021-10-18 00:00:00,312
RECKITT BENCKISER IN,2021-10-18 00:00:00,60
RÉMY COINTREAU,2021-10-18 00:00:00,0
ROBERTS MART & CO LTD,2021-10-18 00:00:00,1
ROYAL CANIN,2021-10-18 00:00:00,0
SAICA PACK,2021-10-18 00:00:00,19
SCA HEALTHCARE,2021-10-18 00:00:00,0
SENOBLE,2021-10-18 00:00:00,0
SIGNIFY,2021-10-18 00:00:00,97
SIVA PLASTICS,2021-10-18 00:00:00,0
SKYMARK SCUNTHORPE,2021-10-18 00:00:00,0
SMURFIT,2021-10-18 00:00:00,0
ST. JOHN PACKAGING UK LTD.,2021-10-18 00:00:00,12
STARBUCKS COFFEE CO,2021-10-18 00:00:00,4
STEMPHER BV,2021-10-18 00:00:00,3
STI CORRUGATED GMBH,2021-10-18 00:00:00,0
SWANSEA UNIVERSITY,2021-10-18 00:00:00,0
SYNPAC LIMITED,2021-10-18 00:00:00,0
TAKEDA EU,2021-10-18 00:00:00,52
TAKEDA PHARMACEUTICALS USA INC,2021-10-18 00:00:00,0
TETRA PAK,2021-10-18 00:00:00,107
THE WELSH SAUSAGE CO,2021-10-18 00:00:00,0
TRANSCONTINENTAL INC.,2021-10-18 00:00:00,1
ULTIMATE PACKAGING LTD,2021-10-18 00:00:00,0
UNILEVER,2021-10-18 00:00:00,84
VENTURE LIFE HEALTHCARE LTD,2021-10-18 00:00:00,0
WAITROSE LIMITED,2021-10-18 00:00:00,7
WELL,2021-10-18 00:00:00,0
WM MORRISON SUPERMARKETS PLC,2021-10-18 00:00:00,39
2 SISTERS FOOD GROUP,2021-10-11 00:00:00,0
3M,2021-10-11 00:00:00,6
AIMIA FOODS LTD,2021-10-11 00:00:00,0
ALLIED BAKERIES,2021-10-11 00:00:00,12
AMCOR,2021-10-11 00:00:00,159
AMERICAN FUJI SEAL,2021-10-11 00:00:00,0
AR Packaging Berlin GmbH,2021-10-11 00:00:00,0
ARROW FILM CONVERTORS LTD,2021-10-11 00:00:00,0
ASTRA ZENECA,2021-10-11 00:00:00,44
ATTINDAS,2021-10-11 00:00:00,2
BAK AMBALAJ TR,2021-10-11 00:00:00,0
BEDFORD GRAPHICS,2021-10-11 00:00:00,0
BEIERSDORF INCORPORATED,2021-10-11 00:00:00,0
BEMIS ELSHAM LTD,2021-10-11 00:00:00,2
BISCHOF & KLEIN,2021-10-11 00:00:00,0
Bonsai Ventures Hong Kong Limited,2021-10-11 00:00:00,0
BORAN MOPACK,2021-10-11 00:00:00,0
BORAN PLASTIC PACKAGING LTD,2021-10-11 00:00:00,0
BRASSERIES KRONENBOURG,2021-10-11 00:00:00,7
BRAYFORD PLASTICS LTD,2021-10-11 00:00:00,2
BRITISH POLYTHENE IND PLC,2021-10-11 00:00:00,6
CARAMBAR & CO SAS,2021-10-11 00:00:00,12
COCA COLA,2021-10-11 00:00:00,68
CRP PRINT & PACKAGING LTD,2021-10-11 00:00:00,0
D&M PACKAGING,2021-10-11 00:00:00,0
DANONE,2021-10-11 00:00:00,0
DELLO DETTMER VERPACKUNGEN,2021-10-11 00:00:00,0
DGPack S.R.O.,2021-10-11 00:00:00,0
DS SMITH,2021-10-11 00:00:00,0
ELIF GLOBAL SAE,2021-10-11 00:00:00,0
ELIF PLASTIK AMBALAJ SANAYI,2021-10-11 00:00:00,0
EMERGENT,2021-10-11 00:00:00,0
EMSUR SAYMOPACK,2021-10-11 00:00:00,0
EUROFLEX,2021-10-11 00:00:00,0
EUROSTAMPA,2021-10-11 00:00:00,0
EVERGREEN,2021-10-11 00:00:00,11
EVERRIS LIMITED,2021-10-11 00:00:00,0
EYEVANCE PHARMACEUTICALS,2021-10-11 00:00:00,0
FLEXOPLAST,2021-10-11 00:00:00,0
FOUR04 PACKAGING LTD,2021-10-11 00:00:00,0
FOX`S BISCUITS,2021-10-11 00:00:00,0
FRIGEMO,2021-10-11 00:00:00,2
Froneri,2021-10-11 00:00:00,0
GRAPHIC PACKAGING,2021-10-11 00:00:00,0
GREEN ISLE FOODS,2021-10-11 00:00:00,0
HALEON,2021-10-11 00:00:00,273
HEWLETT PACKARD,2021-10-11 00:00:00,3
HOVIS LTD,2021-10-11 00:00:00,10
HUHTAMAKI,2021-10-11 00:00:00,0
INTERFLEX GROUP INC,2021-10-11 00:00:00,0
IRISH FLEXIBLE PACKAGING LTD,2021-10-11 00:00:00,1
JDE,2021-10-11 00:00:00,36
KELLOGG COMPANY,2021-10-11 00:00:00,55
KERRY INC,2021-10-11 00:00:00,13
KIBAR GROUP,2021-10-11 00:00:00,0
KOMPASS PAKISTAN (PVT.) LTD,2021-10-11 00:00:00,0
LACTALIS,2021-10-11 00:00:00,0
LOREAL,2021-10-11 00:00:00,1
LVMH,2021-10-11 00:00:00,0
MACKLE PET FOODS,2021-10-11 00:00:00,2
"MARS, INC.",2021-10-11 00:00:00,205
MCCAIN FOODS,2021-10-11 00:00:00,19
MERCADONA,2021-10-11 00:00:00,0
MILLER/COORS,2021-10-11 00:00:00,2
MONDELEZ,2021-10-11 00:00:00,134
MONDI PACKAGING,2021-10-11 00:00:00,1
NATIONAL PKG CORPORATION LTD,2021-10-11 00:00:00,2
NESTLE,2021-10-11 00:00:00,34
Nordvalls Etikett AB,2021-10-11 00:00:00,0
OBEIKAN FLEXIBLE PACKAGING,2021-10-11 00:00:00,0
ORKLA,2021-10-11 00:00:00,39
Parsley Box,2021-10-11 00:00:00,0
PEPSICO,2021-10-11 00:00:00,0
PHILIPS,2021-10-11 00:00:00,48
PILGRIMS PRIDE CORP,2021-10-11 00:00:00,0
POKON NATURADO B.V.,2021-10-11 00:00:00,0
PROCTER & GAMBLE,2021-10-11 00:00:00,226
RECKITT BENCKISER IN,2021-10-11 00:00:00,49
RÉMY COINTREAU,2021-10-11 00:00:00,0
ROBERTS MART & CO LTD,2021-10-11 00:00:00,5
ROYAL CANIN,2021-10-11 00:00:00,0
SAICA PACK,2021-10-11 00:00:00,38
SCA HEALTHCARE,2021-10-11 00:00:00,3
SENOBLE,2021-10-11 00:00:00,0
SIGNIFY,2021-10-11 00:00:00,35
SIVA PLASTICS,2021-10-11 00:00:00,0
SKYMARK SCUNTHORPE,2021-10-11 00:00:00,0
SMURFIT,2021-10-11 00:00:00,1
ST. JOHN PACKAGING UK LTD.,2021-10-11 00:00:00,16
STARBUCKS COFFEE CO,2021-10-11 00:00:00,0
STEMPHER BV,2021-10-11 00:00:00,1
STI CORRUGATED GMBH,2021-10-11 00:00:00,0
SWANSEA UNIVERSITY,2021-10-11 00:00:00,0
SYNPAC LIMITED,2021-10-11 00:00:00,0
TAKEDA EU,2021-10-11 00:00:00,56
TAKEDA PHARMACEUTICALS USA INC,2021-10-11 00:00:00,0
TETRA PAK,2021-10-11 00:00:00,162
THE WELSH SAUSAGE CO,2021-10-11 00:00:00,0
TRANSCONTINENTAL INC.,2021-10-11 00:00:00,0
ULTIMATE PACKAGING LTD,2021-10-11 00:00:00,0
UNILEVER,2021-10-11 00:00:00,42
VENTURE LIFE HEALTHCARE LTD,2021-10-11 00:00:00,21
WAITROSE LIMITED,2021-10-11 00:00:00,3
WELL,2021-10-11 00:00:00,0
WM MORRISON SUPERMARKETS PLC,2021-10-11 00:00:00,66
2 SISTERS FOOD GROUP,2021-10-04 00:00:00,0
3M,2021-10-04 00:00:00,36
AIMIA FOODS LTD,2021-10-04 00:00:00,1
ALLIED BAKERIES,2021-10-04 00:00:00,5
AMCOR,2021-10-04 00:00:00,96
AMERICAN FUJI SEAL,2021-10-04 00:00:00,0
AR Packaging Berlin GmbH,2021-10-04 00:00:00,0
ARROW FILM CONVERTORS LTD,2021-10-04 00:00:00,0
ASTRA ZENECA,2021-10-04 00:00:00,43
ATTINDAS,2021-10-04 00:00:00,6
BAK AMBALAJ TR,2021-10-04 00:00:00,0
BEDFORD GRAPHICS,2021-10-04 00:00:00,0
BEIERSDORF INCORPORATED,2021-10-04 00:00:00,0
BEMIS ELSHAM LTD,2021-10-04 00:00:00,2
BISCHOF & KLEIN,2021-10-04 00:00:00,0
Bonsai Ventures Hong Kong Limited,2021-10-04 00:00:00,0
BORAN MOPACK,2021-10-04 00:00:00,0
BORAN PLASTIC PACKAGING LTD,2021-10-04 00:00:00,0
BRASSERIES KRONENBOURG,2021-10-04 00:00:00,4
BRAYFORD PLASTICS LTD,2021-10-04 00:00:00,0
BRITISH POLYTHENE IND PLC,2021-10-04 00:00:00,13
CARAMBAR & CO SAS,2021-10-04 00:00:00,8
COCA COLA,2021-10-04 00:00:00,83
CRP PRINT & PACKAGING LTD,2021-10-04 00:00:00,0
D&M PACKAGING,2021-10-04 00:00:00,0
DANONE,2021-10-04 00:00:00,0
DELLO DETTMER VERPACKUNGEN,2021-10-04 00:00:00,0
DGPack S.R.O.,2021-10-04 00:00:00,0
DS SMITH,2021-10-04 00:00:00,0
ELIF GLOBAL SAE,2021-10-04 00:00:00,0
ELIF PLASTIK AMBALAJ SANAYI,2021-10-04 00:00:00,1
EMERGENT,2021-10-04 00:00:00,0
EMSUR SAYMOPACK,2021-10-04 00:00:00,0
EUROFLEX,2021-10-04 00:00:00,0
EUROSTAMPA,2021-10-04 00:00:00,0
EVERGREEN,2021-10-04 00:00:00,28
EVERRIS LIMITED,2021-10-04 00:00:00,0
EYEVANCE PHARMACEUTICALS,2021-10-04 00:00:00,1
FLEXOPLAST,2021-10-04 00:00:00,0
FOUR04 PACKAGING LTD,2021-10-04 00:00:00,0
FOX`S BISCUITS,2021-10-04 00:00:00,0
FRIGEMO,2021-10-04 00:00:00,0
Froneri,2021-10-04 00:00:00,1
GRAPHIC PACKAGING,2021-10-04 00:00:00,0
GREEN ISLE FOODS,2021-10-04 00:00:00,0
HALEON,2021-10-04 00:00:00,212
HEWLETT PACKARD,2021-10-04 00:00:00,6
HOVIS LTD,2021-10-04 00:00:00,5
HUHTAMAKI,2021-10-04 00:00:00,0
INTERFLEX GROUP INC,2021-10-04 00:00:00,0
IRISH FLEXIBLE PACKAGING LTD,2021-10-04 00:00:00,2
JDE,2021-10-04 00:00:00,120
KELLOGG COMPANY,2021-10-04 00:00:00,30
KERRY INC,2021-10-04 00:00:00,23
KIBAR GROUP,2021-10-04 00:00:00,0
KOMPASS PAKISTAN (PVT.) LTD,2021-10-04 00:00:00,0
LACTALIS,2021-10-04 00:00:00,0
LOREAL,2021-10-04 00:00:00,0
LVMH,2021-10-04 00:00:00,0
MACKLE PET FOODS,2021-10-04 00:00:00,0
"MARS, INC.",2021-10-04 00:00:00,232
MCCAIN FOODS,2021-10-04 00:00:00,30
MERCADONA,2021-10-04 00:00:00,0
MILLER/COORS,2021-10-04 00:00:00,3
MONDELEZ,2021-10-04 00:00:00,118
MONDI PACKAGING,2021-10-04 00:00:00,0
NATIONAL PKG CORPORATION LTD,2021-10-04 00:00:00,0
NESTLE,2021-10-04 00:00:00,157
Nordvalls Etikett AB,2021-10-04 00:00:00,0
OBEIKAN FLEXIBLE PACKAGING,2021-10-04 00:00:00,0
ORKLA,2021-10-04 00:00:00,46
Parsley Box,2021-10-04 00:00:00,0
PEPSICO,2021-10-04 00:00:00,0
PHILIPS,2021-10-04 00:00:00,72
PILGRIMS PRIDE CORP,2021-10-04 00:00:00,2
POKON NATURADO B.V.,2021-10-04 00:00:00,0
PROCTER & GAMBLE,2021-10-04 00:00:00,217
RECKITT BENCKISER IN,2021-10-04 00:00:00,64
RÉMY COINTREAU,2021-10-04 00:00:00,0
ROBERTS MART & CO LTD,2021-10-04 00:00:00,2
ROYAL CANIN,2021-10-04 00:00:00,1
SAICA PACK,2021-10-04 00:00:00,31
SCA HEALTHCARE,2021-10-04 00:00:00,3
SENOBLE,2021-10-04 00:00:00,0
SIGNIFY,2021-10-04 00:00:00,49
SIVA PLASTICS,2021-10-04 00:00:00,0
SKYMARK SCUNTHORPE,2021-10-04 00:00:00,0
SMURFIT,2021-10-04 00:00:00,0
ST. JOHN PACKAGING UK LTD.,2021-10-04 00:00:00,9
STARBUCKS COFFEE CO,2021-10-04 00:00:00,1
STEMPHER BV,2021-10-04 00:00:00,0
STI CORRUGATED GMBH,2021-10-04 00:00:00,0
SWANSEA UNIVERSITY,2021-10-04 00:00:00,0
SYNPAC LIMITED,2021-10-04 00:00:00,0
TAKEDA EU,2021-10-04 00:00:00,40
TAKEDA PHARMACEUTICALS USA INC,2021-10-04 00:00:00,0
TETRA PAK,2021-10-04 00:00:00,134
THE WELSH SAUSAGE CO,2021-10-04 00:00:00,0
TRANSCONTINENTAL INC.,2021-10-04 00:00:00,0
ULTIMATE PACKAGING LTD,2021-10-04 00:00:00,0
UNILEVER,2021-10-04 00:00:00,58
VENTURE LIFE HEALTHCARE LTD,2021-10-04 00:00:00,0
WAITROSE LIMITED,2021-10-04 00:00:00,33
WELL,2021-10-04 00:00:00,0
WM MORRISON SUPERMARKETS PLC,2021-10-04 00:00:00,35
2 SISTERS FOOD GROUP,2021-09-27 00:00:00,0
3M,2021-09-27 00:00:00,60
AIMIA FOODS LTD,2021-09-27 00:00:00,0
ALLIED BAKERIES,2021-09-27 00:00:00,9
AMCOR,2021-09-27 00:00:00,94
AMERICAN FUJI SEAL,2021-09-27 00:00:00,0
AR Packaging Berlin GmbH,2021-09-27 00:00:00,0
ARROW FILM CONVERTORS LTD,2021-09-27 00:00:00,0
ASTRA ZENECA,2021-09-27 00:00:00,55
ATTINDAS,2021-09-27 00:00:00,0
BAK AMBALAJ TR,2021-09-27 00:00:00,0
BEDFORD GRAPHICS,2021-09-27 00:00:00,0
BEIERSDORF INCORPORATED,2021-09-27 00:00:00,0
BEMIS ELSHAM LTD,2021-09-27 00:00:00,4
BISCHOF & KLEIN,2021-09-27 00:00:00,0
Bonsai Ventures Hong Kong Limited,2021-09-27 00:00:00,0
BORAN MOPACK,2021-09-27 00:00:00,0
BORAN PLASTIC PACKAGING LTD,2021-09-27 00:00:00,0
BRASSERIES KRONENBOURG,2021-09-27 00:00:00,0
BRAYFORD PLASTICS LTD,2021-09-27 00:00:00,1
BRITISH POLYTHENE IND PLC,2021-09-27 00:00:00,0
CARAMBAR & CO SAS,2021-09-27 00:00:00,2
COCA COLA,2021-09-27 00:00:00,73
CRP PRINT & PACKAGING LTD,2021-09-27 00:00:00,0
D&M PACKAGING,2021-09-27 00:00:00,0
DANONE,2021-09-27 00:00:00,0
DELLO DETTMER VERPACKUNGEN,2021-09-27 00:00:00,0
DGPack S.R.O.,2021-09-27 00:00:00,0
DS SMITH,2021-09-27 00:00:00,0
ELIF GLOBAL SAE,2021-09-27 00:00:00,0
ELIF PLASTIK AMBALAJ SANAYI,2021-09-27 00:00:00,0
EMERGENT,2021-09-27 00:00:00,0
EMSUR SAYMOPACK,2021-09-27 00:00:00,0
EUROFLEX,2021-09-27 00:00:00,0
EUROSTAMPA,2021-09-27 00:00:00,0
EVERGREEN,2021-09-27 00:00:00,15
EVERRIS LIMITED,2021-09-27 00:00:00,0
EYEVANCE PHARMACEUTICALS,2021-09-27 00:00:00,0
FLEXOPLAST,2021-09-27 00:00:00,0
FOUR04 PACKAGING LTD,2021-09-27 00:00:00,1
FOX`S BISCUITS,2021-09-27 00:00:00,0
FRIGEMO,2021-09-27 00:00:00,0
Froneri,2021-09-27 00:00:00,0
GRAPHIC PACKAGING,2021-09-27 00:00:00,0
GREEN ISLE FOODS,2021-09-27 00:00:00,0
HALEON,2021-09-27 00:00:00,197
HEWLETT PACKARD,2021-09-27 00:00:00,42
HOVIS LTD,2021-09-27 00:00:00,2
HUHTAMAKI,2021-09-27 00:00:00,0
INTERFLEX GROUP INC,2021-09-27 00:00:00,1
IRISH FLEXIBLE PACKAGING LTD,2021-09-27 00:00:00,0
JDE,2021-09-27 00:00:00,12
KELLOGG COMPANY,2021-09-27 00:00:00,45
KERRY INC,2021-09-27 00:00:00,3
KIBAR GROUP,2021-09-27 00:00:00,0
KOMPASS PAKISTAN (PVT.) LTD,2021-09-27 00:00:00,0
LACTALIS,2021-09-27 00:00:00,1
LOREAL,2021-09-27 00:00:00,0
LVMH,2021-09-27 00:00:00,0
MACKLE PET FOODS,2021-09-27 00:00:00,0
"MARS, INC.",2021-09-27 00:00:00,176
MCCAIN FOODS,2021-09-27 00:00:00,17
MERCADONA,2021-09-27 00:00:00,0
MILLER/COORS,2021-09-27 00:00:00,5
MONDELEZ,2021-09-27 00:00:00,93
MONDI PACKAGING,2021-09-27 00:00:00,0
NATIONAL PKG CORPORATION LTD,2021-09-27 00:00:00,0
NESTLE,2021-09-27 00:00:00,136
Nordvalls Etikett AB,2021-09-27 00:00:00,0
OBEIKAN FLEXIBLE PACKAGING,2021-09-27 00:00:00,0
ORKLA,2021-09-27 00:00:00,38
Parsley Box,2021-09-27 00:00:00,0
PEPSICO,2021-09-27 00:00:00,0
PHILIPS,2021-09-27 00:00:00,60
PILGRIMS PRIDE CORP,2021-09-27 00:00:00,0
POKON NATURADO B.V.,2021-09-27 00:00:00,1
PROCTER & GAMBLE,2021-09-27 00:00:00,283
RECKITT BENCKISER IN,2021-09-27 00:00:00,68
RÉMY COINTREAU,2021-09-27 00:00:00,0
ROBERTS MART & CO LTD,2021-09-27 00:00:00,2
ROYAL CANIN,2021-09-27 00:00:00,0
SAICA PACK,2021-09-27 00:00:00,46
SCA HEALTHCARE,2021-09-27 00:00:00,1
SENOBLE,2021-09-27 00:00:00,0
SIGNIFY,2021-09-27 00:00:00,95
SIVA PLASTICS,2021-09-27 00:00:00,0
SKYMARK SCUNTHORPE,2021-09-27 00:00:00,0
SMURFIT,2021-09-27 00:00:00,0
ST. JOHN PACKAGING UK LTD.,2021-09-27 00:00:00,5
STARBUCKS COFFEE CO,2021-09-27 00:00:00,2
STEMPHER BV,2021-09-27 00:00:00,0
STI CORRUGATED GMBH,2021-09-27 00:00:00,0
SWANSEA UNIVERSITY,2021-09-27 00:00:00,0
SYNPAC LIMITED,2021-09-27 00:00:00,0
TAKEDA EU,2021-09-27 00:00:00,61
TAKEDA PHARMACEUTICALS USA INC,2021-09-27 00:00:00,0
TETRA PAK,2021-09-27 00:00:00,99
THE WELSH SAUSAGE CO,2021-09-27 00:00:00,0
TRANSCONTINENTAL INC.,2021-09-27 00:00:00,0
ULTIMATE PACKAGING LTD,2021-09-27 00:00:00,0
UNILEVER,2021-09-27 00:00:00,62
VENTURE LIFE HEALTHCARE LTD,2021-09-27 00:00:00,0
WAITROSE LIMITED,2021-09-27 00:00:00,8
WELL,2021-09-27 00:00:00,0
WM MORRISON SUPERMARKETS PLC,2021-09-27 00:00:00,33
2 SISTERS FOOD GROUP,2021-09-20 00:00:00,2
3M,2021-09-20 00:00:00,26
AIMIA FOODS LTD,2021-09-20 00:00:00,6
ALLIED BAKERIES,2021-09-20 00:00:00,5
AMCOR,2021-09-20 00:00:00,128
AMERICAN FUJI SEAL,2021-09-20 00:00:00,0
AR Packaging Berlin GmbH,2021-09-20 00:00:00,0
ARROW FILM CONVERTORS LTD,2021-09-20 00:00:00,0
ASTRA ZENECA,2021-09-20 00:00:00,78
ATTINDAS,2021-09-20 00:00:00,8
BAK AMBALAJ TR,2021-09-20 00:00:00,0
BEDFORD GRAPHICS,2021-09-20 00:00:00,0
BEIERSDORF INCORPORATED,2021-09-20 00:00:00,0
BEMIS ELSHAM LTD,2021-09-20 00:00:00,2
BISCHOF & KLEIN,2021-09-20 00:00:00,0
Bonsai Ventures Hong Kong Limited,2021-09-20 00:00:00,0
BORAN MOPACK,2021-09-20 00:00:00,0
BORAN PLASTIC PACKAGING LTD,2021-09-20 00:00:00,0
BRASSERIES KRONENBOURG,2021-09-20 00:00:00,0
BRAYFORD PLASTICS LTD,2021-09-20 00:00:00,0
BRITISH POLYTHENE IND PLC,2021-09-20 00:00:00,4
CARAMBAR & CO SAS,2021-09-20 00:00:00,3
COCA COLA,2021-09-20 00:00:00,69
CRP PRINT & PACKAGING LTD,2021-09-20 00:00:00,0
D&M PACKAGING,2021-09-20 00:00:00,0
DANONE,2021-09-20 00:00:00,0
DELLO DETTMER VERPACKUNGEN,2021-09-20 00:00:00,0
DGPack S.R.O.,2021-09-20 00:00:00,0
DS SMITH,2021-09-20 00:00:00,0
ELIF GLOBAL SAE,2021-09-20 00:00:00,0
ELIF PLASTIK AMBALAJ SANAYI,2021-09-20 00:00:00,0
EMERGENT,2021-09-20 00:00:00,0
EMSUR SAYMOPACK,2021-09-20 00:00:00,0
EUROFLEX,2021-09-20 00:00:00,0
EUROSTAMPA,2021-09-20 00:00:00,0
EVERGREEN,2021-09-20 00:00:00,24
EVERRIS LIMITED,2021-09-20 00:00:00,0
EYEVANCE PHARMACEUTICALS,2021-09-20 00:00:00,0
FLEXOPLAST,2021-09-20 00:00:00,0
FOUR04 PACKAGING LTD,2021-09-20 00:00:00,2
FOX`S BISCUITS,2021-09-20 00:00:00,0
FRIGEMO,2021-09-20 00:00:00,0
Froneri,2021-09-20 00:00:00,0
GRAPHIC PACKAGING,2021-09-20 00:00:00,0
GREEN ISLE FOODS,2021-09-20 00:00:00,0
HALEON,2021-09-20 00:00:00,165
HEWLETT PACKARD,2021-09-20 00:00:00,62
HOVIS LTD,2021-09-20 00:00:00,1
HUHTAMAKI,2021-09-20 00:00:00,0
INTERFLEX GROUP INC,2021-09-20 00:00:00,0
IRISH FLEXIBLE PACKAGING LTD,2021-09-20 00:00:00,0
JDE,2021-09-20 00:00:00,26
KELLOGG COMPANY,2021-09-20 00:00:00,60
KERRY INC,2021-09-20 00:00:00,9
KIBAR GROUP,2021-09-20 00:00:00,0
KOMPASS PAKISTAN (PVT.) LTD,2021-09-20 00:00:00,0
LACTALIS,2021-09-20 00:00:00,0
LOREAL,2021-09-20 00:00:00,0
LVMH,2021-09-20 00:00:00,0
MACKLE PET FOODS,2021-09-20 00:00:00,0
"MARS, INC.",2021-09-20 00:00:00,209
MCCAIN FOODS,2021-09-20 00:00:00,23
MERCADONA,2021-09-20 00:00:00,0
MILLER/COORS,2021-09-20 00:00:00,3
MONDELEZ,2021-09-20 00:00:00,66
MONDI PACKAGING,2021-09-20 00:00:00,0
NATIONAL PKG CORPORATION LTD,2021-09-20 00:00:00,0
NESTLE,2021-09-20 00:00:00,41
Nordvalls Etikett AB,2021-09-20 00:00:00,1
OBEIKAN FLEXIBLE PACKAGING,2021-09-20 00:00:00,0
ORKLA,2021-09-20 00:00:00,80
Parsley Box,2021-09-20 00:00:00,0
PEPSICO,2021-09-20 00:00:00,6
PHILIPS,2021-09-20 00:00:00,38
PILGRIMS PRIDE CORP,2021-09-20 00:00:00,1
POKON NATURADO B.V.,2021-09-20 00:00:00,0
PROCTER & GAMBLE,2021-09-20 00:00:00,214
RECKITT BENCKISER IN,2021-09-20 00:00:00,79
RÉMY COINTREAU,2021-09-20 00:00:00,0
ROBERTS MART & CO LTD,2021-09-20 00:00:00,0
ROYAL CANIN,2021-09-20 00:00:00,0
SAICA PACK,2021-09-20 00:00:00,37
SCA HEALTHCARE,2021-09-20 00:00:00,1
SENOBLE,2021-09-20 00:00:00,0
SIGNIFY,2021-09-20 00:00:00,20
SIVA PLASTICS,2021-09-20 00:00:00,0
