Customer Name,Date,S&OP Forecast
THE FERRERO GROUP - NA,2023-04-03 00:00:00,90
3M - NA,2023-04-10 00:00:00,125
BROWN FORMAN CORPORATION - NA,2023-04-10 00:00:00,40
CONAGRA - NA,2023-04-10 00:00:00,40
DANONE - EU,2023-04-10 00:00:00,121
HALEON - EU,2023-04-10 00:00:00,110
HALEON - NA,2023-04-10 00:00:00,25
INTERNATIONAL PAPER - NA,2023-04-10 00:00:00,28
JDE - EU,2023-04-10 00:00:00,15
METAL CONTAINER CORP - NA,2023-04-10 00:00:00,125
NOVOLEX - NA,2023-04-10 00:00:00,48
PACKAGING SPECIALTIE - NA,2023-04-10 00:00:00,56
PEEL PLASTIC PRODUCT - NA,2023-04-10 00:00:00,23
PROCTER & GAMBLE - EU,2023-04-10 00:00:00,348
THE FERRERO GROUP - NA,2023-04-10 00:00:00,85
3M - NA,2023-04-17 00:00:00,175
BROWN FORMAN CORPORATION - NA,2023-04-17 00:00:00,25
CONAGRA - NA,2023-04-17 00:00:00,60
DANONE - EU,2023-04-17 00:00:00,113
HALEON - EU,2023-04-17 00:00:00,115
HALEON - NA,2023-04-17 00:00:00,28
INTERNATIONAL PAPER - NA,2023-04-17 00:00:00,35
JDE - EU,2023-04-17 00:00:00,25
METAL CONTAINER CORP - NA,2023-04-17 00:00:00,135
NOVOLEX - NA,2023-04-17 00:00:00,42
PACKAGING SPECIALTIE - NA,2023-04-17 00:00:00,45
PEEL PLASTIC PRODUCT - NA,2023-04-17 00:00:00,35
PROCTER & GAMBLE - EU,2023-04-17 00:00:00,337
THE FERRERO GROUP - NA,2023-04-17 00:00:00,90
3M - NA,2023-04-24 00:00:00,100
BROWN FORMAN CORPORATION - NA,2023-04-24 00:00:00,20
CONAGRA - NA,2023-04-24 00:00:00,50
DANONE - EU,2023-04-24 00:00:00,116
HALEON - EU,2023-04-24 00:00:00,100
HALEON - NA,2023-04-24 00:00:00,23
INTERNATIONAL PAPER - NA,2023-04-24 00:00:00,35
JDE - EU,2023-04-24 00:00:00,30
METAL CONTAINER CORP - NA,2023-04-24 00:00:00,135
NOVOLEX - NA,2023-04-24 00:00:00,40
PACKAGING SPECIALTIE - NA,2023-04-24 00:00:00,67
PEEL PLASTIC PRODUCT - NA,2023-04-24 00:00:00,39
PROCTER & GAMBLE - EU,2023-04-24 00:00:00,361
THE FERRERO GROUP - NA,2023-04-24 00:00:00,85
3M - NA,2023-05-01 00:00:00,200
BROWN FORMAN CORPORATION - NA,2023-05-01 00:00:00,50
CONAGRA - NA,2023-05-01 00:00:00,25
DANONE - EU,2023-05-01 00:00:00,118
HALEON - EU,2023-05-01 00:00:00,100
HALEON - NA,2023-05-01 00:00:00,83
INTERNATIONAL PAPER - NA,2023-05-01 00:00:00,30
JDE - EU,2023-05-01 00:00:00,15
METAL CONTAINER CORP - NA,2023-05-01 00:00:00,135
NOVOLEX - NA,2023-05-01 00:00:00,38
PACKAGING SPECIALTIE - NA,2023-05-01 00:00:00,60
PEEL PLASTIC PRODUCT - NA,2023-05-01 00:00:00,42
PROCTER & GAMBLE - EU,2023-05-01 00:00:00,345
THE FERRERO GROUP - NA,2023-05-01 00:00:00,75
3M - NA,2023-05-08 00:00:00,175
BROWN FORMAN CORPORATION - NA,2023-05-08 00:00:00,50
CONAGRA - NA,2023-05-08 00:00:00,140
DANONE - EU,2023-05-08 00:00:00,111
HALEON - EU,2023-05-08 00:00:00,100
HALEON - NA,2023-05-08 00:00:00,22
INTERNATIONAL PAPER - NA,2023-05-08 00:00:00,30
JDE - EU,2023-05-08 00:00:00,15
METAL CONTAINER CORP - NA,2023-05-08 00:00:00,130
NOVOLEX - NA,2023-05-08 00:00:00,40
PACKAGING SPECIALTIE - NA,2023-05-08 00:00:00,60
PEEL PLASTIC PRODUCT - NA,2023-05-08 00:00:00,35
PROCTER & GAMBLE - EU,2023-05-08 00:00:00,352
THE FERRERO GROUP - NA,2023-05-08 00:00:00,80
3M - NA,2023-05-15 00:00:00,225
BROWN FORMAN CORPORATION - NA,2023-05-15 00:00:00,50
CONAGRA - NA,2023-05-15 00:00:00,160
DANONE - EU,2023-05-15 00:00:00,63
HALEON - EU,2023-05-15 00:00:00,110
HALEON - NA,2023-05-15 00:00:00,23
INTERNATIONAL PAPER - NA,2023-05-15 00:00:00,30
JDE - EU,2023-05-15 00:00:00,15
METAL CONTAINER CORP - NA,2023-05-15 00:00:00,140
NOVOLEX - NA,2023-05-15 00:00:00,42
PACKAGING SPECIALTIE - NA,2023-05-15 00:00:00,60
PEEL PLASTIC PRODUCT - NA,2023-05-15 00:00:00,37
PROCTER & GAMBLE - EU,2023-05-15 00:00:00,346
THE FERRERO GROUP - NA,2023-05-15 00:00:00,80
3M - NA,2023-05-22 00:00:00,150
BROWN FORMAN CORPORATION - NA,2023-05-22 00:00:00,50
CONAGRA - NA,2023-05-22 00:00:00,140
DANONE - EU,2023-05-22 00:00:00,78
HALEON - EU,2023-05-22 00:00:00,115
HALEON - NA,2023-05-22 00:00:00,18
INTERNATIONAL PAPER - NA,2023-05-22 00:00:00,30
JDE - EU,2023-05-22 00:00:00,15
METAL CONTAINER CORP - NA,2023-05-22 00:00:00,135
NOVOLEX - NA,2023-05-22 00:00:00,39
PACKAGING SPECIALTIE - NA,2023-05-22 00:00:00,60
PEEL PLASTIC PRODUCT - NA,2023-05-22 00:00:00,56
PROCTER & GAMBLE - EU,2023-05-22 00:00:00,368
THE FERRERO GROUP - NA,2023-05-22 00:00:00,95
3M - NA,2023-05-29 00:00:00,125
BROWN FORMAN CORPORATION - NA,2023-05-29 00:00:00,52
CONAGRA - NA,2023-05-29 00:00:00,20
DANONE - EU,2023-05-29 00:00:00,90
HALEON - EU,2023-05-29 00:00:00,100
HALEON - NA,2023-05-29 00:00:00,36
INTERNATIONAL PAPER - NA,2023-05-29 00:00:00,35
JDE - EU,2023-05-29 00:00:00,10
METAL CONTAINER CORP - NA,2023-05-29 00:00:00,110
NOVOLEX - NA,2023-05-29 00:00:00,35
PACKAGING SPECIALTIE - NA,2023-05-29 00:00:00,70
PEEL PLASTIC PRODUCT - NA,2023-05-29 00:00:00,36
PROCTER & GAMBLE - EU,2023-05-29 00:00:00,258
THE FERRERO GROUP - NA,2023-05-29 00:00:00,75
3M - NA,2023-06-05 00:00:00,150
BROWN FORMAN CORPORATION - NA,2023-06-05 00:00:00,50
CONAGRA - NA,2023-06-05 00:00:00,30
DANONE - EU,2023-06-05 00:00:00,89
HALEON - EU,2023-06-05 00:00:00,100
HALEON - NA,2023-06-05 00:00:00,40
INTERNATIONAL PAPER - NA,2023-06-05 00:00:00,35
JDE - EU,2023-06-05 00:00:00,10
METAL CONTAINER CORP - NA,2023-06-05 00:00:00,120
NOVOLEX - NA,2023-06-05 00:00:00,45
PACKAGING SPECIALTIE - NA,2023-06-05 00:00:00,70
PEEL PLASTIC PRODUCT - NA,2023-06-05 00:00:00,61
PROCTER & GAMBLE - EU,2023-06-05 00:00:00,251
THE FERRERO GROUP - NA,2023-06-05 00:00:00,80
3M - NA,2023-06-12 00:00:00,185
BROWN FORMAN CORPORATION - NA,2023-06-12 00:00:00,50
CONAGRA - NA,2023-06-12 00:00:00,35
DANONE - EU,2023-06-12 00:00:00,90
HALEON - EU,2023-06-12 00:00:00,100
HALEON - NA,2023-06-12 00:00:00,21
INTERNATIONAL PAPER - NA,2023-06-12 00:00:00,35
JDE - EU,2023-06-12 00:00:00,10
METAL CONTAINER CORP - NA,2023-06-12 00:00:00,115
NOVOLEX - NA,2023-06-12 00:00:00,55
PACKAGING SPECIALTIE - NA,2023-06-12 00:00:00,70
PEEL PLASTIC PRODUCT - NA,2023-06-12 00:00:00,34
PROCTER & GAMBLE - EU,2023-06-12 00:00:00,228
THE FERRERO GROUP - NA,2023-06-12 00:00:00,80
3M - NA,2023-06-19 00:00:00,150
BROWN FORMAN CORPORATION - NA,2023-06-19 00:00:00,52
CONAGRA - NA,2023-06-19 00:00:00,40
DANONE - EU,2023-06-19 00:00:00,96
HALEON - EU,2023-06-19 00:00:00,125
HALEON - NA,2023-06-19 00:00:00,29
INTERNATIONAL PAPER - NA,2023-06-19 00:00:00,34
JDE - EU,2023-06-19 00:00:00,15
METAL CONTAINER CORP - NA,2023-06-19 00:00:00,110
NOVOLEX - NA,2023-06-19 00:00:00,42
PACKAGING SPECIALTIE - NA,2023-06-19 00:00:00,70
PEEL PLASTIC PRODUCT - NA,2023-06-19 00:00:00,38
PROCTER & GAMBLE - EU,2023-06-19 00:00:00,228
THE FERRERO GROUP - NA,2023-06-19 00:00:00,75
3M - NA,2023-06-26 00:00:00,130
BROWN FORMAN CORPORATION - NA,2023-06-26 00:00:00,52
CONAGRA - NA,2023-06-26 00:00:00,35
DANONE - EU,2023-06-26 00:00:00,107
HALEON - EU,2023-06-26 00:00:00,125
HALEON - NA,2023-06-26 00:00:00,24
INTERNATIONAL PAPER - NA,2023-06-26 00:00:00,34
JDE - EU,2023-06-26 00:00:00,20
METAL CONTAINER CORP - NA,2023-06-26 00:00:00,120
NOVOLEX - NA,2023-06-26 00:00:00,44
PACKAGING SPECIALTIE - NA,2023-06-26 00:00:00,70
PEEL PLASTIC PRODUCT - NA,2023-06-26 00:00:00,35
PROCTER & GAMBLE - EU,2023-06-26 00:00:00,228
THE FERRERO GROUP - NA,2023-06-26 00:00:00,70
3M - NA,2023-07-03 00:00:00,150
BROWN FORMAN CORPORATION - NA,2023-07-03 00:00:00,45
CONAGRA - NA,2023-07-03 00:00:00,25
DANONE - EU,2023-07-03 00:00:00,80
HALEON - EU,2023-07-03 00:00:00,145
HALEON - NA,2023-07-03 00:00:00,31
INTERNATIONAL PAPER - NA,2023-07-03 00:00:00,34
JDE - EU,2023-07-03 00:00:00,20
METAL CONTAINER CORP - NA,2023-07-03 00:00:00,105
NOVOLEX - NA,2023-07-03 00:00:00,38
PACKAGING SPECIALTIE - NA,2023-07-03 00:00:00,70
PEEL PLASTIC PRODUCT - NA,2023-07-03 00:00:00,38
PROCTER & GAMBLE - EU,2023-07-03 00:00:00,100
THE FERRERO GROUP - NA,2023-07-03 00:00:00,65
3M - NA,2023-07-10 00:00:00,85
BROWN FORMAN CORPORATION - NA,2023-07-10 00:00:00,52
CONAGRA - NA,2023-07-10 00:00:00,75
DANONE - EU,2023-07-10 00:00:00,52
HALEON - EU,2023-07-10 00:00:00,145
HALEON - NA,2023-07-10 00:00:00,28
INTERNATIONAL PAPER - NA,2023-07-10 00:00:00,34
JDE - EU,2023-07-10 00:00:00,30
METAL CONTAINER CORP - NA,2023-07-10 00:00:00,120
NOVOLEX - NA,2023-07-10 00:00:00,44
PACKAGING SPECIALTIE - NA,2023-07-10 00:00:00,70
PEEL PLASTIC PRODUCT - NA,2023-07-10 00:00:00,36
PROCTER & GAMBLE - EU,2023-07-10 00:00:00,100
THE FERRERO GROUP - NA,2023-07-10 00:00:00,65
3M - NA,2023-07-17 00:00:00,150
BROWN FORMAN CORPORATION - NA,2023-07-17 00:00:00,52
CONAGRA - NA,2023-07-17 00:00:00,65
DANONE - EU,2023-07-17 00:00:00,58
HALEON - EU,2023-07-17 00:00:00,145
HALEON - NA,2023-07-17 00:00:00,21
INTERNATIONAL PAPER - NA,2023-07-17 00:00:00,34
JDE - EU,2023-07-17 00:00:00,30
METAL CONTAINER CORP - NA,2023-07-17 00:00:00,105
NOVOLEX - NA,2023-07-17 00:00:00,48
PACKAGING SPECIALTIE - NA,2023-07-17 00:00:00,70
PEEL PLASTIC PRODUCT - NA,2023-07-17 00:00:00,54
PROCTER & GAMBLE - EU,2023-07-17 00:00:00,100
THE FERRERO GROUP - NA,2023-07-17 00:00:00,70
3M - NA,2023-07-24 00:00:00,125
BROWN FORMAN CORPORATION - NA,2023-07-24 00:00:00,50
CONAGRA - NA,2023-07-24 00:00:00,70
DANONE - EU,2023-07-24 00:00:00,90
HALEON - EU,2023-07-24 00:00:00,145
HALEON - NA,2023-07-24 00:00:00,25
INTERNATIONAL PAPER - NA,2023-07-24 00:00:00,34
JDE - EU,2023-07-24 00:00:00,20
METAL CONTAINER CORP - NA,2023-07-24 00:00:00,115
NOVOLEX - NA,2023-07-24 00:00:00,48
PACKAGING SPECIALTIE - NA,2023-07-24 00:00:00,70
PEEL PLASTIC PRODUCT - NA,2023-07-24 00:00:00,52
PROCTER & GAMBLE - EU,2023-07-24 00:00:00,100
THE FERRERO GROUP - NA,2023-07-24 00:00:00,70
3M - NA,2023-07-31 00:00:00,180
BROWN FORMAN CORPORATION - NA,2023-07-31 00:00:00,50
CONAGRA - NA,2023-07-31 00:00:00,80
DANONE - EU,2023-07-31 00:00:00,77
HALEON - EU,2023-07-31 00:00:00,120
HALEON - NA,2023-07-31 00:00:00,33
INTERNATIONAL PAPER - NA,2023-07-31 00:00:00,34
JDE - EU,2023-07-31 00:00:00,30
METAL CONTAINER CORP - NA,2023-07-31 00:00:00,120
NOVOLEX - NA,2023-07-31 00:00:00,55
PACKAGING SPECIALTIE - NA,2023-07-31 00:00:00,70
PEEL PLASTIC PRODUCT - NA,2023-07-31 00:00:00,41
PROCTER & GAMBLE - EU,2023-07-31 00:00:00,250
THE FERRERO GROUP - NA,2023-07-31 00:00:00,75
3M - NA,2023-08-07 00:00:00,110
BROWN FORMAN CORPORATION - NA,2023-08-07 00:00:00,50
CONAGRA - NA,2023-08-07 00:00:00,45
DANONE - EU,2023-08-07 00:00:00,80
HALEON - EU,2023-08-07 00:00:00,110
HALEON - NA,2023-08-07 00:00:00,20
INTERNATIONAL PAPER - NA,2023-08-07 00:00:00,34
JDE - EU,2023-08-07 00:00:00,45
METAL CONTAINER CORP - NA,2023-08-07 00:00:00,130
NOVOLEX - NA,2023-08-07 00:00:00,48
PACKAGING SPECIALTIE - NA,2023-08-07 00:00:00,70
PEEL PLASTIC PRODUCT - NA,2023-08-07 00:00:00,40
PROCTER & GAMBLE - EU,2023-08-07 00:00:00,250
THE FERRERO GROUP - NA,2023-08-07 00:00:00,80
3M - NA,2023-08-14 00:00:00,100
BROWN FORMAN CORPORATION - NA,2023-08-14 00:00:00,50
CONAGRA - NA,2023-08-14 00:00:00,50
DANONE - EU,2023-08-14 00:00:00,76
HALEON - EU,2023-08-14 00:00:00,100
HALEON - NA,2023-08-14 00:00:00,22
INTERNATIONAL PAPER - NA,2023-08-14 00:00:00,34
JDE - EU,2023-08-14 00:00:00,30
METAL CONTAINER CORP - NA,2023-08-14 00:00:00,125
NOVOLEX - NA,2023-08-14 00:00:00,45
PACKAGING SPECIALTIE - NA,2023-08-14 00:00:00,70
PEEL PLASTIC PRODUCT - NA,2023-08-14 00:00:00,41
PROCTER & GAMBLE - EU,2023-08-14 00:00:00,250
THE FERRERO GROUP - NA,2023-08-14 00:00:00,85
3M - NA,2023-08-21 00:00:00,150
BROWN FORMAN CORPORATION - NA,2023-08-21 00:00:00,50
CONAGRA - NA,2023-08-21 00:00:00,65
DANONE - EU,2023-08-21 00:00:00,72
HALEON - EU,2023-08-21 00:00:00,100
HALEON - NA,2023-08-21 00:00:00,25
INTERNATIONAL PAPER - NA,2023-08-21 00:00:00,34
JDE - EU,2023-08-21 00:00:00,20
METAL CONTAINER CORP - NA,2023-08-21 00:00:00,150
NOVOLEX - NA,2023-08-21 00:00:00,55
PACKAGING SPECIALTIE - NA,2023-08-21 00:00:00,70
PEEL PLASTIC PRODUCT - NA,2023-08-21 00:00:00,50
PROCTER & GAMBLE - EU,2023-08-21 00:00:00,250
THE FERRERO GROUP - NA,2023-08-21 00:00:00,90
3M - NA,2023-08-28 00:00:00,175
BROWN FORMAN CORPORATION - NA,2023-08-28 00:00:00,55
CONAGRA - NA,2023-08-28 00:00:00,45
DANONE - EU,2023-08-28 00:00:00,119
HALEON - EU,2023-08-28 00:00:00,100
HALEON - NA,2023-08-28 00:00:00,25
INTERNATIONAL PAPER - NA,2023-08-28 00:00:00,34
JDE - EU,2023-08-28 00:00:00,30
METAL CONTAINER CORP - NA,2023-08-28 00:00:00,120
NOVOLEX - NA,2023-08-28 00:00:00,60
PACKAGING SPECIALTIE - NA,2023-08-28 00:00:00,64
PEEL PLASTIC PRODUCT - NA,2023-08-28 00:00:00,44
PROCTER & GAMBLE - EU,2023-08-28 00:00:00,250
THE FERRERO GROUP - NA,2023-08-28 00:00:00,75
3M - NA,2023-09-04 00:00:00,180
BROWN FORMAN CORPORATION - NA,2023-09-04 00:00:00,55
CONAGRA - NA,2023-09-04 00:00:00,78
DANONE - EU,2023-09-04 00:00:00,89
HALEON - EU,2023-09-04 00:00:00,103
HALEON - NA,2023-09-04 00:00:00,36
INTERNATIONAL PAPER - NA,2023-09-04 00:00:00,34
JDE - EU,2023-09-04 00:00:00,55
METAL CONTAINER CORP - NA,2023-09-04 00:00:00,130
NOVOLEX - NA,2023-09-04 00:00:00,55
PACKAGING SPECIALTIE - NA,2023-09-04 00:00:00,62
PEEL PLASTIC PRODUCT - NA,2023-09-04 00:00:00,40
PROCTER & GAMBLE - EU,2023-09-04 00:00:00,200
THE FERRERO GROUP - NA,2023-09-04 00:00:00,70
3M - NA,2023-09-11 00:00:00,175
BROWN FORMAN CORPORATION - NA,2023-09-11 00:00:00,65
CONAGRA - NA,2023-09-11 00:00:00,94
DANONE - EU,2023-09-11 00:00:00,110
HALEON - EU,2023-09-11 00:00:00,110
HALEON - NA,2023-09-11 00:00:00,24
INTERNATIONAL PAPER - NA,2023-09-11 00:00:00,34
JDE - EU,2023-09-11 00:00:00,55
METAL CONTAINER CORP - NA,2023-09-11 00:00:00,135
NOVOLEX - NA,2023-09-11 00:00:00,65
PACKAGING SPECIALTIE - NA,2023-09-11 00:00:00,76
PEEL PLASTIC PRODUCT - NA,2023-09-11 00:00:00,41
PROCTER & GAMBLE - EU,2023-09-11 00:00:00,200
THE FERRERO GROUP - NA,2023-09-11 00:00:00,80
3M - NA,2023-09-18 00:00:00,150
BROWN FORMAN CORPORATION - NA,2023-09-18 00:00:00,60
CONAGRA - NA,2023-09-18 00:00:00,45
DANONE - EU,2023-09-18 00:00:00,97
HALEON - EU,2023-09-18 00:00:00,110
HALEON - NA,2023-09-18 00:00:00,24
INTERNATIONAL PAPER - NA,2023-09-18 00:00:00,34
JDE - EU,2023-09-18 00:00:00,55
METAL CONTAINER CORP - NA,2023-09-18 00:00:00,160
NOVOLEX - NA,2023-09-18 00:00:00,65
PACKAGING SPECIALTIE - NA,2023-09-18 00:00:00,54
PEEL PLASTIC PRODUCT - NA,2023-09-18 00:00:00,45
PROCTER & GAMBLE - EU,2023-09-18 00:00:00,200
THE FERRERO GROUP - NA,2023-09-18 00:00:00,80
3M - NA,2023-09-25 00:00:00,200
BROWN FORMAN CORPORATION - NA,2023-09-25 00:00:00,65
CONAGRA - NA,2023-09-25 00:00:00,90
DANONE - EU,2023-09-25 00:00:00,79
HALEON - EU,2023-09-25 00:00:00,110
HALEON - NA,2023-09-25 00:00:00,24
INTERNATIONAL PAPER - NA,2023-09-25 00:00:00,34
JDE - EU,2023-09-25 00:00:00,55
METAL CONTAINER CORP - NA,2023-09-25 00:00:00,150
NOVOLEX - NA,2023-09-25 00:00:00,70
PACKAGING SPECIALTIE - NA,2023-09-25 00:00:00,64
PEEL PLASTIC PRODUCT - NA,2023-09-25 00:00:00,44
PROCTER & GAMBLE - EU,2023-09-25 00:00:00,200
THE FERRERO GROUP - NA,2023-09-25 00:00:00,70
3M - NA,2023-10-02 00:00:00,180
BROWN FORMAN CORPORATION - NA,2023-10-02 00:00:00,50
CONAGRA - NA,2023-10-02 00:00:00,105
DANONE - EU,2023-10-02 00:00:00,82
HALEON - EU,2023-10-02 00:00:00,110
HALEON - NA,2023-10-02 00:00:00,33
INTERNATIONAL PAPER - NA,2023-10-02 00:00:00,34
JDE - EU,2023-10-02 00:00:00,50
METAL CONTAINER CORP - NA,2023-10-02 00:00:00,145
NOVOLEX - NA,2023-10-02 00:00:00,65
PACKAGING SPECIALTIE - NA,2023-10-02 00:00:00,60
PEEL PLASTIC PRODUCT - NA,2023-10-02 00:00:00,28
PROCTER & GAMBLE - EU,2023-10-02 00:00:00,251
THE FERRERO GROUP - NA,2023-10-02 00:00:00,75
3M - NA,2023-10-09 00:00:00,225
BROWN FORMAN CORPORATION - NA,2023-10-09 00:00:00,45
CONAGRA - NA,2023-10-09 00:00:00,96
DANONE - EU,2023-10-09 00:00:00,82
HALEON - EU,2023-10-09 00:00:00,150
HALEON - NA,2023-10-09 00:00:00,24
INTERNATIONAL PAPER - NA,2023-10-09 00:00:00,34
JDE - EU,2023-10-09 00:00:00,50
METAL CONTAINER CORP - NA,2023-10-09 00:00:00,160
NOVOLEX - NA,2023-10-09 00:00:00,70
PACKAGING SPECIALTIE - NA,2023-10-09 00:00:00,46
PEEL PLASTIC PRODUCT - NA,2023-10-09 00:00:00,26
PROCTER & GAMBLE - EU,2023-10-09 00:00:00,225
THE FERRERO GROUP - NA,2023-10-09 00:00:00,80
3M - NA,2023-10-16 00:00:00,250
BROWN FORMAN CORPORATION - NA,2023-10-16 00:00:00,45
CONAGRA - NA,2023-10-16 00:00:00,68
DANONE - EU,2023-10-16 00:00:00,82
HALEON - EU,2023-10-16 00:00:00,160
HALEON - NA,2023-10-16 00:00:00,31
INTERNATIONAL PAPER - NA,2023-10-16 00:00:00,34
JDE - EU,2023-10-16 00:00:00,50
METAL CONTAINER CORP - NA,2023-10-16 00:00:00,140
NOVOLEX - NA,2023-10-16 00:00:00,65
PACKAGING SPECIALTIE - NA,2023-10-16 00:00:00,57
PEEL PLASTIC PRODUCT - NA,2023-10-16 00:00:00,34
PROCTER & GAMBLE - EU,2023-10-16 00:00:00,215
THE FERRERO GROUP - NA,2023-10-16 00:00:00,65
3M - NA,2023-10-23 00:00:00,150
BROWN FORMAN CORPORATION - NA,2023-10-23 00:00:00,40
CONAGRA - NA,2023-10-23 00:00:00,82
DANONE - EU,2023-10-23 00:00:00,82
HALEON - EU,2023-10-23 00:00:00,160
HALEON - NA,2023-10-23 00:00:00,24
INTERNATIONAL PAPER - NA,2023-10-23 00:00:00,34
JDE - EU,2023-10-23 00:00:00,45
METAL CONTAINER CORP - NA,2023-10-23 00:00:00,155
NOVOLEX - NA,2023-10-23 00:00:00,70
PACKAGING SPECIALTIE - NA,2023-10-23 00:00:00,48
PEEL PLASTIC PRODUCT - NA,2023-10-23 00:00:00,34
PROCTER & GAMBLE - EU,2023-10-23 00:00:00,202
THE FERRERO GROUP - NA,2023-10-23 00:00:00,65
3M - NA,2023-10-30 00:00:00,160
BROWN FORMAN CORPORATION - NA,2023-10-30 00:00:00,40
CONAGRA - NA,2023-10-30 00:00:00,75
DANONE - EU,2023-10-30 00:00:00,92
HALEON - EU,2023-10-30 00:00:00,144
HALEON - NA,2023-10-30 00:00:00,57
INTERNATIONAL PAPER - NA,2023-10-30 00:00:00,35
JDE - EU,2023-10-30 00:00:00,45
METAL CONTAINER CORP - NA,2023-10-30 00:00:00,140
NOVOLEX - NA,2023-10-30 00:00:00,75
PACKAGING SPECIALTIE - NA,2023-10-30 00:00:00,42
PEEL PLASTIC PRODUCT - NA,2023-10-30 00:00:00,50
PROCTER & GAMBLE - EU,2023-10-30 00:00:00,116
THE FERRERO GROUP - NA,2023-10-30 00:00:00,70
3M - NA,2023-11-06 00:00:00,140
BROWN FORMAN CORPORATION - NA,2023-11-06 00:00:00,40
CONAGRA - NA,2023-11-06 00:00:00,75
DANONE - EU,2023-11-06 00:00:00,92
HALEON - EU,2023-11-06 00:00:00,110
HALEON - NA,2023-11-06 00:00:00,76
INTERNATIONAL PAPER - NA,2023-11-06 00:00:00,35
JDE - EU,2023-11-06 00:00:00,45
METAL CONTAINER CORP - NA,2023-11-06 00:00:00,146
NOVOLEX - NA,2023-11-06 00:00:00,75
PACKAGING SPECIALTIE - NA,2023-11-06 00:00:00,50
PEEL PLASTIC PRODUCT - NA,2023-11-06 00:00:00,48
PROCTER & GAMBLE - EU,2023-11-06 00:00:00,107
THE FERRERO GROUP - NA,2023-11-06 00:00:00,65
3M - NA,2023-11-13 00:00:00,125
BROWN FORMAN CORPORATION - NA,2023-11-13 00:00:00,40
CONAGRA - NA,2023-11-13 00:00:00,75
DANONE - EU,2023-11-13 00:00:00,90
HALEON - EU,2023-11-13 00:00:00,110
HALEON - NA,2023-11-13 00:00:00,54
INTERNATIONAL PAPER - NA,2023-11-13 00:00:00,35
JDE - EU,2023-11-13 00:00:00,27
METAL CONTAINER CORP - NA,2023-11-13 00:00:00,160
NOVOLEX - NA,2023-11-13 00:00:00,65
PACKAGING SPECIALTIE - NA,2023-11-13 00:00:00,58
PEEL PLASTIC PRODUCT - NA,2023-11-13 00:00:00,34
PROCTER & GAMBLE - EU,2023-11-13 00:00:00,107
THE FERRERO GROUP - NA,2023-11-13 00:00:00,65
3M - NA,2023-11-20 00:00:00,165
BROWN FORMAN CORPORATION - NA,2023-11-20 00:00:00,30
CONAGRA - NA,2023-11-20 00:00:00,75
DANONE - EU,2023-11-20 00:00:00,75
HALEON - EU,2023-11-20 00:00:00,110
HALEON - NA,2023-11-20 00:00:00,57
INTERNATIONAL PAPER - NA,2023-11-20 00:00:00,36
JDE - EU,2023-11-20 00:00:00,32
METAL CONTAINER CORP - NA,2023-11-20 00:00:00,130
NOVOLEX - NA,2023-11-20 00:00:00,65
PACKAGING SPECIALTIE - NA,2023-11-20 00:00:00,60
PEEL PLASTIC PRODUCT - NA,2023-11-20 00:00:00,32
PROCTER & GAMBLE - EU,2023-11-20 00:00:00,73
THE FERRERO GROUP - NA,2023-11-20 00:00:00,70
3M - NA,2023-11-27 00:00:00,180
BROWN FORMAN CORPORATION - NA,2023-11-27 00:00:00,30
CONAGRA - NA,2023-11-27 00:00:00,75
DANONE - EU,2023-11-27 00:00:00,75
HALEON - EU,2023-11-27 00:00:00,110
HALEON - NA,2023-11-27 00:00:00,57
INTERNATIONAL PAPER - NA,2023-11-27 00:00:00,30
JDE - EU,2023-11-27 00:00:00,27
METAL CONTAINER CORP - NA,2023-11-27 00:00:00,90
NOVOLEX - NA,2023-11-27 00:00:00,55
PACKAGING SPECIALTIE - NA,2023-11-27 00:00:00,58
PEEL PLASTIC PRODUCT - NA,2023-11-27 00:00:00,38
PROCTER & GAMBLE - EU,2023-11-27 00:00:00,69
THE FERRERO GROUP - NA,2023-11-27 00:00:00,65
3M - NA,2023-12-04 00:00:00,175
BROWN FORMAN CORPORATION - NA,2023-12-04 00:00:00,40
CONAGRA - NA,2023-12-04 00:00:00,75
DANONE - EU,2023-12-04 00:00:00,75
HALEON - EU,2023-12-04 00:00:00,165
HALEON - NA,2023-12-04 00:00:00,57
INTERNATIONAL PAPER - NA,2023-12-04 00:00:00,38
JDE - EU,2023-12-04 00:00:00,41
METAL CONTAINER CORP - NA,2023-12-04 00:00:00,135
NOVOLEX - NA,2023-12-04 00:00:00,62
PACKAGING SPECIALTIE - NA,2023-12-04 00:00:00,45
PEEL PLASTIC PRODUCT - NA,2023-12-04 00:00:00,36
PROCTER & GAMBLE - EU,2023-12-04 00:00:00,124
THE FERRERO GROUP - NA,2023-12-04 00:00:00,55
3M - NA,2023-12-11 00:00:00,180
BROWN FORMAN CORPORATION - NA,2023-12-11 00:00:00,40
CONAGRA - NA,2023-12-11 00:00:00,70
DANONE - EU,2023-12-11 00:00:00,75
HALEON - EU,2023-12-11 00:00:00,165
HALEON - NA,2023-12-11 00:00:00,57
INTERNATIONAL PAPER - NA,2023-12-11 00:00:00,40
JDE - EU,2023-12-11 00:00:00,38
METAL CONTAINER CORP - NA,2023-12-11 00:00:00,145
NOVOLEX - NA,2023-12-11 00:00:00,60
PACKAGING SPECIALTIE - NA,2023-12-11 00:00:00,54
PEEL PLASTIC PRODUCT - NA,2023-12-11 00:00:00,35
